neutral	outlier_pcadapt	outlier_outflanck	outlier_bayescan
AX-578085741			
AX-578165044			
AX-578085743			
AX-578135864			
AX-578165046			
AX-578166712			
AX-578166618			
AX-578215780			
AX-578215769			
AX-578215770			
AX-578215773			
AX-578166611			
AX-578087321			
AX-578087322			
AX-578210763			
AX-578157669			
AX-578131547			
AX-578086709			
AX-578086712			
AX-578234772			
AX-578127234			
AX-578176423			
AX-578176420			
AX-578141062			
AX-578176419			
AX-578139897			
AX-578139898			
AX-578219108			
AX-578219109			
AX-578139902			
AX-578139903			
AX-578139904			
AX-578110136			
AX-578189394			
AX-578110140			
AX-578189396			
AX-578091630			
AX-578088660			
AX-578088661			
AX-578216412			
AX-578104057			
AX-578104056			
AX-578126535			
AX-578167741			
AX-578160765			
AX-578081454			
AX-578136040			
AX-578117852			
AX-578197093			
AX-578148851			
AX-578192509			
AX-578126715			
AX-578221150			
AX-578141944			
AX-578221152			
AX-578141935			
AX-578141936			
AX-578178072			
AX-578211385			
AX-578157966			
AX-578106275			
AX-578185540			
AX-578199933			
AX-578120698			
AX-578092155			
AX-578092156			
AX-578229486			
AX-578116126			
AX-578229487			
AX-578229488			
AX-578195360			
AX-578229481			
AX-578190244			
AX-578110991			
AX-578110992			
AX-578147791			
AX-578110994			
AX-578227001			
AX-578178907			
AX-578221532			
AX-578099646			
AX-578099370			
AX-578168116			
AX-578216433			
AX-578088723			
AX-578088724			
AX-578216434			
AX-578198734			
AX-578186067			
AX-578186071			
AX-578203957			
AX-578176329			
AX-578224146			
AX-578184439			
AX-578183126			
AX-578183834			
AX-578183835			
AX-578183837			
AX-578145205			
AX-578145201			
AX-578145202			
AX-578184988			
AX-578177947			
AX-578098677			
AX-578098678			
AX-578098679			
AX-578141870			
AX-578177954			
AX-578221078			
AX-578131604			
AX-578145509			
AX-578145504			
AX-578145506			
AX-578145507			
AX-578224716			
AX-578185563			
AX-578106298			
AX-578094087			
AX-578139628			
AX-578145242			
AX-578224451			
AX-578102986			
AX-578182251			
AX-578102989			
AX-578102990			
AX-578102988			
AX-578162184			
AX-578213745			
AX-578082880			
AX-578213750			
AX-578134542			
AX-578213753			
AX-578213738			
AX-578082869			
AX-578134529			
AX-578134530			
AX-578134531			
AX-578162178			
AX-578082872			
AX-578124842			
AX-578124844			
AX-578149303			
AX-578228512			
AX-578228513			
AX-578114066			
AX-578114055			
AX-578193306			
AX-578228320			
AX-578113733			
AX-578113734			
AX-578192988			
AX-578113738			
AX-578098535			
AX-578098536			
AX-578188041			
AX-578106691			
AX-578106692			
AX-578214567			
AX-578139641			
AX-578139642			
AX-578139643			
AX-578094111			
AX-578163240			
AX-578138953			
AX-578218162			
AX-578171847			
AX-578138955			
AX-578092564			
AX-578102207			
AX-578169405			
AX-578169406			
AX-578230628			
AX-578230629			
AX-578230630			
AX-578151423			
AX-578230632			
AX-578151417			
AX-578219772			
AX-578140567			
AX-578140568			
AX-578175474			
AX-578219777			
AX-578143972			
AX-578143974			
AX-578147423			
AX-578110227			
AX-578110213			
AX-578110217			
AX-578110220			
AX-578226626			
AX-578110225			
AX-578207352			
AX-578128138			
AX-578207354			
AX-578235202			
AX-578207355			
AX-578086062			
AX-578086065			
AX-578135733			
AX-578085415			
AX-578164717			
AX-578164718			
AX-578135730			
AX-578085405			
AX-578214941			
AX-578098366			
AX-578220901			
AX-578141695			
AX-578177629			
AX-578177631			
AX-578177632			
AX-578141698			
AX-578141699			
AX-578191948			
AX-578174676			
AX-578221499			
AX-578119590			
AX-578231167			
AX-578200294			
AX-578121064			
AX-578227897			
AX-578192178			
AX-578150340			
AX-578219348			
AX-578174557			
AX-578140137			
AX-578219346			
AX-578219349			
AX-578107452			
AX-578186713			
AX-578094575			
AX-578111350			
AX-578146845			
AX-578109066			
AX-578226048			
AX-578226049			
AX-578109061			
AX-578109062			
AX-578087376			
AX-578087377			
AX-578215789			
AX-578166664			
AX-578175834			
AX-578175838			
AX-578176457			
AX-578230309			
AX-578197102			
AX-578117864			
AX-578233249			
AX-578119541			
AX-578151930			
AX-578231138			
AX-578151932			
AX-578139514			
AX-578089491			
AX-578089492			
AX-578116074			
AX-578229462			
AX-578090936			
AX-578138216			
AX-578108857			
AX-578154741			
AX-578233950			
AX-578177179			
AX-578165281			
AX-578163630			
AX-578085069			
AX-578190874			
AX-578216822			
AX-578216823			
AX-578184133			
AX-578184135			
AX-578104873			
AX-578184137			
AX-578224034			
AX-578144827			
AX-578104875			
AX-578113915			
AX-578113916			
AX-578113918			
AX-578113919			
AX-578148033			
AX-578227242			
AX-578227243			
AX-578227244			
AX-578227245			
AX-578227247			
AX-578136708			
AX-578087648			
AX-578166943			
AX-578175758			
AX-578136269			
AX-578215480			
AX-578136272			
AX-578136273			
AX-578217955			
AX-578138745			
AX-578092131			
AX-578171416			
AX-578171417			
AX-578129551			
AX-578235873			
AX-578138673			
AX-578097800			
AX-578097801			
AX-578116839			
AX-578116840			
AX-578143443			
AX-578102061			
AX-578231672			
AX-578192181			
AX-578194686			
AX-578139583			
AX-578094001			
AX-578173285			
AX-578173288			
AX-578180457			
AX-578107040			
AX-578232597			
AX-578122650			
AX-578232594			
AX-578153389			
AX-578153390			
AX-578167354			
AX-578136884			
AX-578161466			
AX-578134201			
AX-578134202			
AX-578093385			
AX-578172657			
AX-578093376			
AX-578139295			
AX-578093378			
AX-578237290			
AX-578211614			
AX-578211618			
AX-578132409			
AX-578237289			
AX-578132411			
AX-578138680			
AX-578171274			
AX-578091994			
AX-578138681			
AX-578138682			
AX-578138683			
AX-578129648			
AX-578224452			
AX-578105813			
AX-578105815			
AX-578224454			
AX-578177186			
AX-578177188			
AX-578177189			
AX-578141466			
AX-578131693			
AX-578210898			
AX-578236946			
AX-578157737			
AX-578210903			
AX-578157738			
AX-578157739			
AX-578157740			
AX-578131690			
AX-578170983			
AX-578170982			
AX-578172490			
AX-578127338			
AX-578186106			
AX-578106846			
AX-578186108			
AX-578186102			
AX-578106842			
AX-578145781			
AX-578186104			
AX-578181722			
AX-578222847			
AX-578148117			
AX-578111704			
AX-578093158			
AX-578139168			
AX-578104238			
AX-578141616			
AX-578220824			
AX-578177458			
AX-578141618			
AX-578220827			
AX-578220828			
AX-578237949			
AX-578212882			
AX-578133674			
AX-578133675			
AX-578158733			
AX-578237945			
AX-578113568			
AX-578154297			
AX-578154298			
AX-578203773			
AX-578233498			
AX-578154293			
AX-578236724			
AX-578210398			
AX-578132837			
AX-578212048			
AX-578158315			
AX-578237527			
AX-578125646			
AX-578154814			
AX-578123396			
AX-578153724			
AX-578203864			
AX-578203859			
AX-578119947			
AX-578149104			
AX-578192981			
AX-578149106			
AX-578149110			
AX-578149103			
AX-578128730			
AX-578081925			
AX-578120724			
AX-578152483			
AX-578199957			
AX-578152484			
AX-578152485			
AX-578130545			
AX-578086796			
AX-578086799			
AX-578136335			
AX-578215547			
AX-578215548			
AX-578234823			
AX-578155616			
AX-578234825			
AX-578234827			
AX-578155620			
AX-578127361			
AX-578208576			
AX-578129359			
AX-578118253			
AX-578197491			
AX-578197494			
AX-578142434			
AX-578221642			
AX-578099833			
AX-578147532			
AX-578189734			
AX-578134029			
AX-578213240			
AX-578134031			
AX-578148151			
AX-578111789			
AX-578191045			
AX-578135292			
AX-578135293			
AX-578163672			
AX-578135294			
AX-578084370			
AX-578084371			
AX-578214505			
AX-578084365			
AX-578163669			
AX-578162228			
AX-578170887			
AX-578217735			
AX-578136691			
AX-578215901			
AX-578136693			
AX-578166871			
AX-578166872			
AX-578129981			
AX-578090605			
AX-578149723			
AX-578194242			
AX-578194244			
AX-578228933			
AX-578228935			
AX-578114974			
AX-578163810			
AX-578214558			
AX-578135350			
AX-578174450			
AX-578174451			
AX-578219306			
AX-578174455			
AX-578174456			
AX-578219308			
AX-578156571			
AX-578156569			
AX-578187709			
AX-578187710			
AX-578187712			
AX-578108455			
AX-578225784			
AX-578097583			
AX-578100513			
AX-578144163			
AX-578223371			
AX-578103631			
AX-578182897			
AX-578227617			
AX-578205512			
AX-578187845			
AX-578130358			
AX-578236280			
AX-578236281			
AX-578130360			
AX-578157073			
AX-578163072			
AX-578083766			
AX-578120019			
AX-578120020			
AX-578120013			
AX-578152144			
AX-578134860			
AX-578134861			
AX-578086851			
AX-578166146			
AX-578214808			
AX-578135600			
AX-578164415			
AX-578145903			
AX-578145904			
AX-578107070			
AX-578125005			
AX-578162329			
AX-578162330			
AX-578154997			
AX-578154105			
AX-578233314			
AX-578233315			
AX-578110573			
AX-578110574			
AX-578147584			
AX-578210341			
AX-578213010			
AX-578178061			
AX-578098791			
AX-578221139			
AX-578098796			
AX-578098797			
AX-578141928			
AX-578223295			
AX-578235354			
AX-578235355			
AX-578128460			
AX-578177027			
AX-578116808			
AX-578169385			
AX-578206740			
AX-578155690			
AX-578155691			
AX-578137640			
AX-578168901			
AX-578231645			
AX-578231646			
AX-578199892			
AX-578199893			
AX-578152440			
AX-578118455			
AX-578197696			
AX-578118457			
AX-578109419			
AX-578109420			
AX-578109422			
AX-578148334			
AX-578191408			
AX-578227543			
AX-578148336			
AX-578228998			
AX-578099245			
AX-578188020			
AX-578225932			
AX-578188021			
AX-578108765			
AX-578108770			
AX-578146727			
AX-578087178			
AX-578185795			
AX-578106537			
AX-578130045			
AX-578227339			
AX-578191002			
AX-578111749			
AX-578081761			
AX-578161074			
AX-578134033			
AX-578228349			
AX-578094109			
AX-578173392			
AX-578092998			
AX-578139112			
AX-578218323			
AX-578134809			
AX-578134810			
AX-578214021			
AX-578162769			
AX-578152644			
AX-578219026			
AX-578173767			
AX-578139809			
AX-578219018			
AX-578138384			
AX-578170603			
AX-578209126			
AX-578209127			
AX-578194499			
AX-578115257			
AX-578225269			
AX-578225271			
AX-578123274			
AX-578153674			
AX-578202507			
AX-578226069			
AX-578224196			
AX-578184527			
AX-578224197			
AX-578105266			
AX-578184529			
AX-578224198			
AX-578105259			
AX-578209049			
AX-578129828			
AX-578121442			
AX-578200681			
AX-578095094			
AX-578174376			
AX-578174378			
AX-578140064			
AX-578174380			
AX-578095095			
AX-578169439			
AX-578088068			
AX-578167360			
AX-578167361			
AX-578136888			
AX-578167356			
AX-578134725			
AX-578083275			
AX-578114599			
AX-578149556			
AX-578228765			
AX-578228766			
AX-578149559			
AX-578149560			
AX-578228763			
AX-578114597			
AX-578199337			
AX-578164889			
AX-578085590			
AX-578135145			
AX-578207952			
AX-578137994			
AX-578169647			
AX-578169649			
AX-578206319			
AX-578231622			
AX-578137300			
AX-578168208			
AX-578168209			
AX-578137302			
AX-578219457			
AX-578095503			
AX-578196390			
AX-578150791			
AX-578117151			
AX-578158386			
AX-578237598			
AX-578212180			
AX-578131619			
AX-578157711			
AX-578184736			
AX-578184737			
AX-578105476			
AX-578145106			
AX-578237031			
AX-578217345			
AX-578217346			
AX-578138139			
AX-578138140			
AX-578090655			
AX-578215029			
AX-578218526			
AX-578172734			
AX-578093453			
AX-578154541			
AX-578233750			
AX-578125174			
AX-578198715			
AX-578124845			
AX-578233623			
AX-578229764			
AX-578195917			
AX-578140831			
AX-578205121			
AX-578200350			
AX-578121116			
AX-578181332			
AX-578234048			
AX-578204911			
AX-578234049			
AX-578100953			
AX-578180220			
AX-578223602			
AX-578104050			
AX-578131442			
AX-578236827			
AX-578236828			
AX-578155041			
AX-578205324			
AX-578136751			
AX-578087849			
AX-578163960			
AX-578214613			
AX-578084659			
AX-578163959			
AX-578214612			
AX-578207030			
AX-578209274			
AX-578170871			
AX-578136755			
AX-578087853			
AX-578136625			
AX-578166728			
AX-578118464			
AX-578172974			
AX-578091592			
AX-578203183			
AX-578217334			
AX-578138123			
AX-578138124			
AX-578083351			
AX-578220000			
AX-578220001			
AX-578220002			
AX-578220003			
AX-578220004			
AX-578227933			
AX-578148726			
AX-578113000			
AX-578232571			
AX-578232572			
AX-578091635			
AX-578092379			
AX-578171668			
AX-578092375			
AX-578218072			
AX-578183066			
AX-578103804			
AX-578183070			
AX-578103810			
AX-578223462			
AX-578103813			
AX-578103798			
AX-578223459			
AX-578231320			
AX-578152114			
AX-578199187			
AX-578119950			
AX-578231316			
AX-578231317			
AX-578152117			
AX-578107719			
AX-578107721			
AX-578107723			
AX-578107724			
AX-578146197			
AX-578185938			
AX-578106675			
AX-578186966			
AX-578107705			
AX-578225387			
AX-578225389			
AX-578146182			
AX-578175729			
AX-578096454			
AX-578096456			
AX-578106597			
AX-578185860			
AX-578185861			
AX-578185854			
AX-578144665			
AX-578117850			
AX-578106539			
AX-578185804			
AX-578084989			
AX-578084990			
AX-578214756			
AX-578214758			
AX-578164288			
AX-578164289			
AX-578113353			
AX-578129761			
AX-578131141			
AX-578145644			
AX-578192010			
AX-578227835			
AX-578148628			
AX-578227837			
AX-578227831			
AX-578112753			
AX-578148625			
AX-578198390			
AX-578151748			
AX-578198392			
AX-578119154			
AX-578160793			
AX-578081483			
AX-578162489			
AX-578191706			
AX-578191707			
AX-578191709			
AX-578191710			
AX-578227686			
AX-578148479			
AX-578227688			
AX-578165072			
AX-578087830			
AX-578215178			
AX-578135968			
AX-578174860			
AX-578095587			
AX-578095589			
AX-578095590			
AX-578153445			
AX-578123214			
AX-578169289			
AX-578206138			
AX-578089744			
AX-578217296			
AX-578090529			
AX-578217298			
AX-578217295			
AX-578132170			
AX-578211383			
AX-578211384			
AX-578085762			
AX-578175485			
AX-578140580			
AX-578125195			
AX-578084053			
AX-578135133			
AX-578234708			
AX-578127055			
AX-578153777			
AX-578202723			
AX-578233460			
AX-578233454			
AX-578154248			
AX-578154249			
AX-578154250			
AX-578233458			
AX-578203707			
AX-578084438			
AX-578214534			
AX-578084439			
AX-578201666			
AX-578232512			
AX-578153307			
AX-578194858			
AX-578194856			
AX-578115617			
AX-578096367			
AX-578096370			
AX-578192762			
AX-578090330			
AX-578081317			
AX-578107107			
AX-578225137			
AX-578225138			
AX-578145931			
AX-578186370			
AX-578191105			
AX-578148197			
AX-578227406			
AX-578227407			
AX-578227410			
AX-578111854			
AX-578148206			
AX-578191113			
AX-578111863			
AX-578148207			
AX-578088039			
AX-578088043			
AX-578136873			
AX-578131974			
AX-578231997			
AX-578121336			
AX-578113896			
AX-578228405			
AX-578149202			
AX-578193143			
AX-578204706			
AX-578115813			
AX-578150150			
AX-578196782			
AX-578138399			
AX-578147059			
AX-578188772			
AX-578226269			
AX-578162394			
AX-578195612			
AX-578195613			
AX-578229630			
AX-578195614			
AX-578150422			
AX-578229632			
AX-578134853			
AX-578162827			
AX-578212586			
AX-578237800			
AX-578237803			
AX-578158686			
AX-578133522			
AX-578133523			
AX-578237899			
AX-578228281			
AX-578149074			
AX-578192946			
AX-578084749			
AX-578120588			
AX-578120581			
AX-578231611			
AX-578199825			
AX-578105545			
AX-578184806			
AX-578126526			
AX-578205754			
AX-578136791			
AX-578136790			
AX-578087924			
AX-578156637			
AX-578208674			
AX-578146291			
AX-578146287			
AX-578146288			
AX-578146289			
AX-578146290			
AX-578107891			
AX-578094219			
AX-578139706			
AX-578094220			
AX-578170504			
AX-578217560			
AX-578138353			
AX-578170505			
AX-578091227			
AX-578217557			
AX-578091219			
AX-578146645			
AX-578225854			
AX-578108604			
AX-578108607			
AX-578187867			
AX-578225850			
AX-578111112			
AX-578165251			
AX-578213930			
AX-578162562			
AX-578085941			
AX-578165240			
AX-578135974			
AX-578133369			
AX-578133371			
AX-578166180			
AX-578215596			
AX-578087715			
AX-578144521			
AX-578104265			
AX-578223729			
AX-578223730			
AX-578183534			
AX-578183523			
AX-578104260			
AX-578200664			
AX-578121434			
AX-578152832			
AX-578218464			
AX-578106800			
AX-578186062			
AX-578200056			
AX-578152546			
AX-578128919			
AX-578156340			
AX-578160775			
AX-578081464			
AX-578160780			
AX-578174294			
AX-578140025			
AX-578140026			
AX-578106623			
AX-578106624			
AX-578185882			
AX-578145686			
AX-578221833			
AX-578100256			
AX-578221830			
AX-578221831			
AX-578198411			
AX-578124930			
AX-578157875			
AX-578125306			
AX-578204520			
AX-578092590			
AX-578171866			
AX-578216072			
AX-578088020			
AX-578191163			
AX-578144622			
AX-578223833			
AX-578164961			
AX-578164959			
AX-578131957			
AX-578085787			
AX-578201035			
AX-578201036			
AX-578164342			
AX-578121350			
AX-578220380			
AX-578220381			
AX-578097366			
AX-578176640			
AX-578124829			
AX-578111935			
AX-578135276			
AX-578135278			
AX-578112664			
AX-578134628			
AX-578144787			
AX-578144788			
AX-578144789			
AX-578144791			
AX-578224000			
AX-578144793			
AX-578184073			
AX-578084253			
AX-578084254			
AX-578082635			
AX-578082633			
AX-578203232			
AX-578154492			
AX-578154493			
AX-578124984			
AX-578204210			
AX-578204212			
AX-578233702			
AX-578184295			
AX-578173822			
AX-578094542			
AX-578094543			
AX-578094544			
AX-578217825			
AX-578091857			
AX-578228438			
AX-578228439			
AX-578228440			
AX-578113945			
AX-578228437			
AX-578113947			
AX-578113949			
AX-578200075			
AX-578232652			
AX-578232656			
AX-578172977			
AX-578142290			
AX-578221498			
AX-578234007			
AX-578154800			
AX-578125609			
AX-578228783			
AX-578114644			
AX-578114636			
AX-578114637			
AX-578193884			
AX-578234155			
AX-578154948			
AX-578125906			
AX-578234151			
AX-578161901			
AX-578161902			
AX-578144112			
AX-578144114			
AX-578103507			
AX-578182771			
AX-578223318			
AX-578182763			
AX-578182766			
AX-578139236			
AX-578139237			
AX-578139238			
AX-578093286			
AX-578139240			
AX-578172561			
AX-578093279			
AX-578172563			
AX-578172564			
AX-578110670			
AX-578110671			
AX-578231289			
AX-578199101			
AX-578119864			
AX-578199103			
AX-578166999			
AX-578212606			
AX-578133398			
AX-578207679			
AX-578207680			
AX-578128467			
AX-578207685			
AX-578235358			
AX-578210729			
AX-578162290			
AX-578129049			
AX-578208267			
AX-578235633			
AX-578156426			
AX-578156427			
AX-578235630			
AX-578129046			
AX-578156421			
AX-578204184			
AX-578087819			
AX-578087821			
AX-578183807			
AX-578144662			
AX-578223871			
AX-578144664			
AX-578090399			
AX-578171358			
AX-578171359			
AX-578111116			
AX-578227052			
AX-578114944			
AX-578155815			
AX-578127843			
AX-578127844			
AX-578235024			
AX-578126255			
AX-578143899			
AX-578182320			
AX-578216800			
AX-578216801			
AX-578168799			
AX-578209210			
AX-578156881			
AX-578156882			
AX-578201158			
AX-578232285			
AX-578201151			
AX-578201153			
AX-578201154			
AX-578232287			
AX-578232289			
AX-578121924			
AX-578201156			
AX-578201157			
AX-578153075			
AX-578153076			
AX-578207451			
AX-578235255			
AX-578145434			
AX-578224645			
AX-578185391			
AX-578185392			
AX-578223332			
AX-578223333			
AX-578103523			
AX-578223330			
AX-578223331			
AX-578154988			
AX-578126011			
AX-578205239			
AX-578126013			
AX-578082226			
AX-578212499			
AX-578127595			
AX-578206815			
AX-578234914			
AX-578148973			
AX-578148975			
AX-578199025			
AX-578086926			
AX-578092574			
AX-578092576			
AX-578098155			
AX-578177430			
AX-578090395			
AX-578164755			
AX-578085456			
AX-578192115			
AX-578112865			
AX-578224765			
AX-578145558			
AX-578145559			
AX-578185654			
AX-578171230			
AX-578210374			
AX-578084635			
AX-578222646			
AX-578143440			
AX-578143441			
AX-578102049			
AX-578143430			
AX-578143433			
AX-578147728			
AX-578150771			
AX-578196352			
AX-578229981			
AX-578229983			
AX-578150775			
AX-578219029			
AX-578173779			
AX-578201003			
AX-578153007			
AX-578201004			
AX-578232216			
AX-578152999			
AX-578153000			
AX-578201000			
AX-578102936			
AX-578143846			
AX-578143847			
AX-578223057			
AX-578102937			
AX-578102938			
AX-578182203			
AX-578143853			
AX-578211968			
AX-578141320			
AX-578220531			
AX-578165343			
AX-578193040			
AX-578237061			
AX-578157852			
AX-578157848			
AX-578211143			
AX-578217142			
AX-578217147			
AX-578116901			
AX-578116902			
AX-578225967			
AX-578146761			
AX-578146762			
AX-578188100			
AX-578209685			
AX-578209687			
AX-578111317			
AX-578111318			
AX-578196665			
AX-578233433			
AX-578154229			
AX-578124431			
AX-578093167			
AX-578151701			
AX-578198297			
AX-578230910			
AX-578119060			
AX-578119061			
AX-578205682			
AX-578144481			
AX-578141776			
AX-578141777			
AX-578098528			
AX-578177802			
AX-578187340			
AX-578146382			
AX-578088813			
AX-578168106			
AX-578088822			
AX-578156404			
AX-578085674			
AX-578152993			
AX-578118315			
AX-578219371			
AX-578140164			
AX-578174593			
AX-578174595			
AX-578219369			
AX-578188781			
AX-578147062			
AX-578181063			
AX-578175391			
AX-578219734			
AX-578144689			
AX-578221726			
AX-578142520			
AX-578100013			
AX-578142521			
AX-578142522			
AX-578221724			
AX-578142517			
AX-578100008			
AX-578179279			
AX-578194268			
AX-578149755			
AX-578194271			
AX-578115028			
AX-578194273			
AX-578149745			
AX-578149752			
AX-578228961			
AX-578156936			
AX-578209335			
AX-578086861			
AX-578166156			
AX-578134137			
AX-578081990			
AX-578083268			
AX-578162576			
AX-578083270			
AX-578134724			
AX-578150758			
AX-578150761			
AX-578117092			
AX-578196334			
AX-578161011			
AX-578154596			
AX-578125280			
AX-578154595			
AX-578087135			
AX-578136485			
AX-578093037			
AX-578172322			
AX-578098229			
AX-578141637			
AX-578141638			
AX-578141639			
AX-578220847			
AX-578220848			
AX-578177504			
AX-578215699			
AX-578166430			
AX-578166431			
AX-578215697			
AX-578166438			
AX-578166442			
AX-578087151			
AX-578087153			
AX-578156929			
AX-578156930			
AX-578130110			
AX-578156931			
AX-578112920			
AX-578125265			
AX-578204494			
AX-578167412			
AX-578150202			
AX-578195170			
AX-578203425			
AX-578216494			
AX-578168178			
AX-578153833			
AX-578202856			
AX-578224447			
AX-578224449			
AX-578145234			
AX-578185069			
AX-578224444			
AX-578082087			
AX-578134179			
AX-578213390			
AX-578088305			
AX-578137047			
AX-578172983			
AX-578143753			
AX-578193521			
AX-578149422			
AX-578193517			
AX-578149424			
AX-578149410			
AX-578228619			
AX-578193513			
AX-578228625			
AX-578228627			
AX-578228628			
AX-578148864			
AX-578112588			
AX-578112589			
AX-578227759			
AX-578105293			
AX-578176138			
AX-578176135			
AX-578179618			
AX-578195517			
AX-578195518			
AX-578229587			
AX-578150379			
AX-578116280			
AX-578103398			
AX-578099235			
AX-578221354			
AX-578099229			
AX-578135173			
AX-578135174			
AX-578084169			
AX-578135172			
AX-578158717			
AX-578133608			
AX-578212813			
AX-578233678			
AX-578233679			
AX-578233677			
AX-578204146			
AX-578171560			
AX-578171561			
AX-578116323			
AX-578145841			
AX-578145842			
AX-578186183			
AX-578225041			
AX-578145834			
AX-578225043			
AX-578106915			
AX-578186177			
AX-578145837			
AX-578149071			
AX-578113689			
AX-578153828			
AX-578233035			
AX-578233028			
AX-578123612			
AX-578123614			
AX-578233031			
AX-578195167			
AX-578165318			
AX-578089856			
AX-578137748			
AX-578137751			
AX-578137747			
AX-578216957			
AX-578216962			
AX-578216963			
AX-578154587			
AX-578204403			
AX-578204404			
AX-578126540			
AX-578210295			
AX-578091050			
AX-578091051			
AX-578138259			
AX-578138260			
AX-578180156			
AX-578100889			
AX-578180160			
AX-578180161			
AX-578100893			
AX-578180163			
AX-578180165			
AX-578180166			
AX-578154557			
AX-578233766			
AX-578125199			
AX-578233768			
AX-578233763			
AX-578233764			
AX-578197980			
AX-578099983			
AX-578179254			
AX-578194729			
AX-578149985			
AX-578229194			
AX-578194731			
AX-578194406			
AX-578115163			
AX-578192613			
AX-578228117			
AX-578192614			
AX-578148910			
AX-578148913			
AX-578082315			
AX-578134292			
AX-578202068			
AX-578232667			
AX-578119898			
AX-578119901			
AX-578181309			
AX-578233925			
AX-578125530			
AX-578204756			
AX-578204758			
AX-578155281			
AX-578126641			
AX-578234491			
AX-578084332			
AX-578163636			
AX-578084329			
AX-578214477			
AX-578181770			
AX-578143650			
AX-578181776			
AX-578143651			
AX-578152905			
AX-578121567			
AX-578103221			
AX-578182486			
AX-578103224			
AX-578133438			
AX-578114343			
AX-578121973			
AX-578087643			
AX-578153821			
AX-578088710			
AX-578152872			
AX-578201432			
AX-578201433			
AX-578146773			
AX-578225984			
AX-578188116			
AX-578108859			
AX-578108860			
AX-578146767			
AX-578108862			
AX-578225979			
AX-578225980			
AX-578108866			
AX-578225982			
AX-578081456			
AX-578219811			
AX-578140604			
AX-578096281			
AX-578175562			
AX-578140606			
AX-578140607			
AX-578175566			
AX-578140609			
AX-578175575			
AX-578217831			
AX-578171170			
AX-578171164			
AX-578138622			
AX-578151150			
AX-578197215			
AX-578224936			
AX-578185941			
AX-578145727			
AX-578225893			
AX-578225895			
AX-578225896			
AX-578108662			
AX-578146690			
AX-578146691			
AX-578187921			
AX-578226068			
AX-578188359			
AX-578109096			
AX-578226066			
AX-578188355			
AX-578191689			
AX-578123157			
AX-578131971			
AX-578144804			
AX-578224016			
AX-578144809			
AX-578085563			
AX-578135778			
AX-578084014			
AX-578214325			
AX-578163311			
AX-578084007			
AX-578214328			
AX-578163313			
AX-578084010			
AX-578149758			
AX-578161879			
AX-578213600			
AX-578089927			
AX-578130837			
AX-578164567			
AX-578179351			
AX-578221749			
AX-578100086			
AX-578221751			
AX-578142545			
AX-578146664			
AX-578225868			
AX-578146661			
AX-578187876			
AX-578161791			
AX-578088746			
AX-578169035			
AX-578089750			
AX-578089747			
AX-578186428			
AX-578145960			
AX-578237630			
AX-578087692			
AX-578118481			
AX-578151401			
AX-578230610			
AX-578235459			
AX-578235465			
AX-578207956			
AX-578235460			
AX-578235461			
AX-578134895			
AX-578162930			
AX-578183990			
AX-578183984			
AX-578161528			
AX-578082220			
AX-578213456			
AX-578161533			
AX-578229432			
AX-578198454			
AX-578198456			
AX-578085656			
AX-578133538			
AX-578133540			
AX-578133541			
AX-578212746			
AX-578229273			
AX-578115608			
AX-578150066			
AX-578219625			
AX-578219619			
AX-578175163			
AX-578219621			
AX-578219622			
AX-578140416			
AX-578166050			
AX-578214525			
AX-578135318			
AX-578203249			
AX-578232845			
AX-578202430			
AX-578232847			
AX-578095482			
AX-578219447			
AX-578162758			
AX-578214018			
AX-578134806			
AX-578234198			
AX-578121727			
AX-578200960			
AX-578121729			
AX-578200964			
AX-578207472			
AX-578143551			
AX-578181544			
AX-578222759			
AX-578222760			
AX-578222761			
AX-578181545			
AX-578168728			
AX-578089442			
AX-578089443			
AX-578181207			
AX-578143380			
AX-578222588			
AX-578143382			
AX-578181209			
AX-578181220			
AX-578101957			
AX-578148826			
AX-578113179			
AX-578158765			
AX-578212927			
AX-578181462			
AX-578154093			
AX-578193776			
AX-578193781			
AX-578217405			
AX-578170128			
AX-578090846			
AX-578090848			
AX-578101099			
AX-578225195			
AX-578107253			
AX-578186517			
AX-578145988			
AX-578107251			
AX-578201620			
AX-578219710			
AX-578219711			
AX-578207741			
AX-578124248			
AX-578124250			
AX-578203480			
AX-578230074			
AX-578196521			
AX-578126815			
AX-578206038			
AX-578207954			
AX-578207955			
AX-578155133			
AX-578234342			
AX-578234343			
AX-578131162			
AX-578210376			
AX-578212079			
AX-578156941			
AX-578209341			
AX-578180719			
AX-578143188			
AX-578180723			
AX-578180718			
AX-578221116			
AX-578141910			
AX-578141911			
AX-578221119			
AX-578141913			
AX-578197531			
AX-578118292			
AX-578118293			
AX-578197534			
AX-578236365			
AX-578122118			
AX-578133819			
AX-578160636			
AX-578160638			
AX-578172266			
AX-578218315			
AX-578202060			
AX-578202061			
AX-578111683			
AX-578084746			
AX-578153296			
AX-578122402			
AX-578232504			
AX-578153299			
AX-578201637			
AX-578112425			
AX-578227678			
AX-578209101			
AX-578236036			
AX-578163867			
AX-578163869			
AX-578230239			
AX-578151031			
AX-578151034			
AX-578107093			
AX-578225128			
AX-578225129			
AX-578225130			
AX-578225131			
AX-578145916			
AX-578225125			
AX-578107091			
AX-578225127			
AX-578187418			
AX-578187415			
AX-578104899			
AX-578224044			
AX-578144837			
AX-578184160			
AX-578144839			
AX-578144840			
